1회,2회,3회,4회,5회,6회,7회,8회,9회,상영관,상영일자,좌석수
"10:20,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:55,  스파이더맨: 파 프롬 홈(디지털),  8,000원","15:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:05,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:40,  스파이더맨: 파 프롬 홈(디지털),  10,000원","23:20,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,,03관,2019-07-10,251
"09:50,  기방도령(디지털),  6,500원","12:10,  기방도령(디지털),  9,000원","14:25,  기방도령(디지털),  10,000원","16:40,  기방도령(디지털),  10,000원","19:00,  기방도령(디지털),  10,000원","21:15,  기방도령(디지털),  10,000원","23:30,  기방도령(디지털),  10,000원",,,04관,2019-07-10,125
"09:40,  알라딘(디지털),  7,000원","12:20,  알라딘(디지털),  9,000원","15:00,  알라딘(디지털),  10,000원","17:40,  알라딘(디지털),  10,000원","20:15,  알라딘(디지털),  10,000원","23:00,  알라딘(디지털),  10,000원",,,,05관,2019-07-10,134
"09:40,  스파이더맨: 파 프롬 홈(디지털),  6,000원","12:15,  스파이더맨: 파 프롬 홈(디지털),  9,000원","14:50,  스파이더맨: 파 프롬 홈(디지털),  9,000원","17:25,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:00,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:40,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,,06관,2019-07-10,164
"09:20,  토이 스토리 4(디지털),  6,000원","11:30,  토이 스토리 4(디지털더빙),  7,000원","13:40,  토이 스토리 4(디지털),  10,000원","15:50,  토이 스토리 4(디지털더빙),  10,000원","18:00,  토이 스토리 4(디지털),  10,000원","20:20,  토이 스토리 4(디지털),  10,000원","22:30,  토이 스토리 4(디지털),  10,000원",,,07관,2019-07-10,89
"09:20,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","11:50,  롱 리브 더 킹: 목포 영웅(디지털),  9,000원","14:20,  롱 리브 더 킹: 목포 영웅(디지털),  10,000원","16:50,  롱 리브 더 킹: 목포 영웅(디지털),  10,000원","19:25,  롱 리브 더 킹: 목포 영웅(디지털),  10,000원","21:50,  롱 리브 더 킹: 목포 영웅(디지털),  10,000원",,,,08관,2019-07-10,85
"09:00,  스파이더맨: 파 프롬 홈(디지털),  8,000원","11:35,  스파이더맨: 파 프롬 홈(디지털),  9,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:45,  스파이더맨: 파 프롬 홈(디지털),  10,000원","19:20,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:00,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,,01관,2019-07-11,206
"09:30,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙)","11:00,  스파이더맨: 파 프롬 홈(디지털),  6,000원","13:35,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:45,  스파이더맨: 파 프롬 홈(디지털),  10,000원","21:20,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,,02관,2019-07-11,246
"10:20,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:55,  스파이더맨: 파 프롬 홈(디지털),  9,000원","15:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:05,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:40,  스파이더맨: 파 프롬 홈(디지털),  10,000원","23:20,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,,03관,2019-07-11,251
"09:50,  기방도령(디지털),  6,000원","12:10,  기방도령(디지털),  9,000원","14:25,  기방도령(디지털),  10,000원","16:40,  기방도령(디지털),  10,000원","19:00,  기방도령(디지털),  10,000원","21:15,  기방도령(디지털),  10,000원","23:30,  기방도령(디지털),  10,000원",,,04관,2019-07-11,125
"09:20,  알라딘(디지털),  7,000원","11:55,  알라딘(디지털),  9,000원","14:30,  알라딘(디지털),  10,000원","17:05,  알라딘(디지털),  10,000원","19:40,  알라딘(디지털),  10,000원","22:15,  알라딘(디지털),  10,000원",,,,05관,2019-07-11,134
"09:40,  스파이더맨: 파 프롬 홈(디지털),  6,000원","12:15,  스파이더맨: 파 프롬 홈(디지털),  9,000원","14:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","17:25,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:00,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:40,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,,06관,2019-07-11,164
"09:30,  토이 스토리 4(디지털),  6,000원","11:40,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  6,500원","13:15,  토이 스토리 4(디지털더빙),  10,000원","15:20,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  10,000원","17:00,  토이 스토리 4(디지털),  10,000원","19:05,  토이 스토리 4(디지털),  10,000원","21:10,  토이 스토리 4(디지털),  10,000원","23:15,  알라딘(디지털),  10,000원",,07관,2019-07-11,89
"10:00,  롱 리브 더 킹: 목포 영웅(디지털),  6,000원","12:30,  미드소마(디지털),  10,000원","15:25,  롱 리브 더 킹: 목포 영웅(디지털),  10,000원","17:50,  미드소마(디지털),  10,000원","20:40,  롱 리브 더 킹: 목포 영웅(디지털),  10,000원","23:05,  미드소마(디지털),  10,000원",,,,08관,2019-07-11,85
"09:00,  스파이더맨: 파 프롬 홈(디지털),  7,000원","11:35,  스파이더맨: 파 프롬 홈(디지털),  11,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  11,000원","16:45,  스파이더맨: 파 프롬 홈(디지털),  11,000원","19:20,  스파이더맨: 파 프롬 홈(디지털),  11,000원","21:55,  스파이더맨: 파 프롬 홈(디지털),  11,000원",,,,01관,2019-07-12,206
"09:30,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  7,000원","11:00,  스파이더맨: 파 프롬 홈(디지털),  7,000원","13:35,  스파이더맨: 파 프롬 홈(디지털),  11,000원","16:10,  스파이더맨: 파 프롬 홈(디지털),  11,000원","18:45,  스파이더맨: 파 프롬 홈(디지털),  11,000원","21:20,  스파이더맨: 파 프롬 홈(디지털),  11,000원","24:00,  스파이더맨: 파 프롬 홈(디지털),  11,000원",,,02관,2019-07-12,246
"10:20,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:55,  스파이더맨: 파 프롬 홈(디지털),  11,000원","15:30,  스파이더맨: 파 프롬 홈(디지털),  11,000원","18:05,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:40,  스파이더맨: 파 프롬 홈(디지털),  11,000원","23:20,  스파이더맨: 파 프롬 홈(디지털),  11,000원",,,,03관,2019-07-12,251
"09:50,  기방도령(디지털),  7,000원","12:10,  기방도령(디지털),  11,000원","14:25,  기방도령(디지털),  11,000원","16:40,  기방도령(디지털),  11,000원","19:00,  기방도령(디지털),  11,000원","21:15,  기방도령(디지털),  11,000원","23:30,  기방도령(디지털),  11,000원",,,04관,2019-07-12,125
"09:20,  알라딘(디지털),  7,000원","11:50,  알라딘(디지털),  11,000원","14:20,  알라딘(디지털),  11,000원","16:50,  알라딘(디지털),  11,000원","19:20,  알라딘(디지털),  11,000원","21:50,  알라딘(디지털),  11,000원",,,,05관,2019-07-12,134
"09:40,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:15,  스파이더맨: 파 프롬 홈(디지털),  11,000원","14:50,  스파이더맨: 파 프롬 홈(디지털),  11,000원","17:25,  스파이더맨: 파 프롬 홈(디지털),  11,000원","20:00,  스파이더맨: 파 프롬 홈(디지털),  11,000원","22:40,  스파이더맨: 파 프롬 홈(디지털),  11,000원",,,,06관,2019-07-12,164
"09:30,  토이 스토리 4(디지털),  7,000원","11:40,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙)","13:15,  토이 스토리 4(디지털더빙),  11,000원","15:20,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  10,500원","17:00,  토이 스토리 4(디지털),  11,000원","19:05,  토이 스토리 4(디지털),  11,000원","21:10,  토이 스토리 4(디지털),  11,000원","23:40,  알라딘(디지털),  11,000원",,07관,2019-07-12,89
"10:00,  롱 리브 더 킹: 목포 영웅(디지털),  7,000원","12:30,  미드소마(디지털),  0원","15:25,  롱 리브 더 킹: 목포 영웅(디지털),  11,000원","17:50,  미드소마(디지털),  11,000원","20:40,  롱 리브 더 킹: 목포 영웅(디지털),  11,000원","23:05,  미드소마(디지털),  11,000원",,,,08관,2019-07-12,85
"09:00,  스파이더맨: 파 프롬 홈(디지털),  7,000원","11:35,  스파이더맨: 파 프롬 홈(디지털),  11,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  11,000원","16:45,  스파이더맨: 파 프롬 홈(디지털),  11,000원","19:20,  스파이더맨: 파 프롬 홈(디지털),  11,000원","21:55,  스파이더맨: 파 프롬 홈(디지털),  11,000원","24:30,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,01관,2019-07-13,206
"09:30,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  7,000원","11:00,  스파이더맨: 파 프롬 홈(디지털),  9,000원","13:35,  스파이더맨: 파 프롬 홈(디지털),  11,000원","16:10,  스파이더맨: 파 프롬 홈(디지털),  11,000원","18:45,  스파이더맨: 파 프롬 홈(디지털),  11,000원","21:20,  스파이더맨: 파 프롬 홈(디지털),  11,000원","24:00,  기생충(디지털),  11,000원",,,02관,2019-07-13,246
"10:20,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:55,  스파이더맨: 파 프롬 홈(디지털),  11,000원","15:30,  스파이더맨: 파 프롬 홈(디지털),  11,000원","18:05,  스파이더맨: 파 프롬 홈(디지털),  11,000원","20:40,  스파이더맨: 파 프롬 홈(디지털),  11,000원","23:20,  스파이더맨: 파 프롬 홈(디지털),  11,000원",,,,03관,2019-07-13,251
"09:50,  기방도령(디지털),  7,000원","12:10,  기방도령(디지털),  11,000원","14:25,  기방도령(디지털),  11,000원","16:40,  기방도령(디지털),  11,000원","19:00,  기방도령(디지털),  11,000원","21:15,  기방도령(디지털),  11,000원","23:30,  기방도령(디지털),  11,000원",,,04관,2019-07-13,125
"09:20,  알라딘(디지털더빙),  7,000원","11:50,  알라딘(디지털더빙),  11,000원","14:20,  알라딘(디지털더빙),  11,000원","16:50,  알라딘(디지털),  11,000원","19:20,  알라딘(디지털),  11,000원","21:50,  알라딘(디지털),  11,000원","24:20,  알라딘(디지털),  9,000원",,,05관,2019-07-13,134
"09:40,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:15,  스파이더맨: 파 프롬 홈(디지털),  11,000원","14:50,  스파이더맨: 파 프롬 홈(디지털),  11,000원","17:25,  스파이더맨: 파 프롬 홈(디지털),  11,000원","20:00,  스파이더맨: 파 프롬 홈(디지털),  11,000원","22:40,  스파이더맨: 파 프롬 홈(디지털),  11,000원",,,,06관,2019-07-13,164
"09:30,  토이 스토리 4(디지털),  10,000원","11:40,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  11,000원","13:15,  토이 스토리 4(디지털더빙),  11,000원","15:20,  토이 스토리 4(디지털더빙),  11,000원","17:25,  토이 스토리 4(디지털),  11,000원","19:30,  토이 스토리 4(디지털),  11,000원","21:35,  토이 스토리 4(디지털),  11,000원","23:40,  롱 리브 더 킹: 목포 영웅(디지털),  11,000원",,07관,2019-07-13,89
"10:00,  롱 리브 더 킹: 목포 영웅(디지털),  7,000원","12:50,  알라딘(디지털),  11,000원","15:25,  롱 리브 더 킹: 목포 영웅(디지털),  11,000원","17:50,  미드소마(디지털),  11,000원","20:40,  롱 리브 더 킹: 목포 영웅(디지털),  11,000원","23:05,  미드소마(디지털),  11,000원",,,,08관,2019-07-13,85
"09:00,  스파이더맨: 파 프롬 홈(디지털),  7,000원","11:35,  스파이더맨: 파 프롬 홈(디지털),  11,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  11,000원","16:45,  스파이더맨: 파 프롬 홈(디지털),  11,000원","19:20,  스파이더맨: 파 프롬 홈(디지털),  11,000원","21:55,  스파이더맨: 파 프롬 홈(디지털),  11,000원",,,,01관,2019-07-14,206
"09:30,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  7,000원","11:00,  스파이더맨: 파 프롬 홈(디지털),  10,000원","13:35,  스파이더맨: 파 프롬 홈(디지털),  11,000원","16:10,  스파이더맨: 파 프롬 홈(디지털),  11,000원","18:45,  스파이더맨: 파 프롬 홈(디지털),  11,000원","21:20,  스파이더맨: 파 프롬 홈(디지털),  11,000원",,,,02관,2019-07-14,246
"10:20,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:55,  스파이더맨: 파 프롬 홈(디지털),  11,000원","15:30,  스파이더맨: 파 프롬 홈(디지털),  11,000원","18:05,  스파이더맨: 파 프롬 홈(디지털),  11,000원","20:40,  스파이더맨: 파 프롬 홈(디지털),  11,000원","23:20,  스파이더맨: 파 프롬 홈(디지털),  11,000원",,,,03관,2019-07-14,251
"09:50,  기방도령(디지털),  9,000원","12:10,  기방도령(디지털),  11,000원","14:25,  기방도령(디지털),  11,000원","16:40,  기방도령(디지털),  11,000원","19:00,  기방도령(디지털),  11,000원","21:15,  기방도령(디지털),  11,000원","23:30,  기방도령(디지털),  11,000원",,,04관,2019-07-14,125
"09:20,  알라딘(디지털더빙),  7,000원","11:50,  알라딘(디지털더빙),  11,000원","14:20,  알라딘(디지털더빙),  11,000원","16:50,  알라딘(디지털),  11,000원","19:20,  알라딘(디지털),  11,000원","21:50,  알라딘(디지털),  11,000원",,,,05관,2019-07-14,134
"09:40,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:15,  토이 스토리 4(디지털더빙),  11,000원","14:15,  토이 스토리 4(디지털더빙),  11,000원","16:20,  토이 스토리 4(디지털더빙),  11,000원","18:25,  토이 스토리 4(디지털),  11,000원","20:30,  토이 스토리 4(디지털),  11,000원","23:00,  알라딘(디지털),  11,000원",,,06관,2019-07-14,164
"09:30,  토이 스토리 4(디지털),  7,000원","11:40,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  11,000원","13:15,  토이 스토리 4(디지털더빙),  11,000원","15:20,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  11,000원","17:20,  스파이더맨: 파 프롬 홈(디지털),  11,000원","20:00,  스파이더맨: 파 프롬 홈(디지털),  11,000원","22:40,  스파이더맨: 파 프롬 홈(디지털),  11,000원",,,07관,2019-07-14,89
"10:30,  토이 스토리 4(디지털더빙),  10,000원","12:30,  미드소마(디지털),  8,500원","15:25,  롱 리브 더 킹: 목포 영웅(디지털),  11,000원","17:50,  롱 리브 더 킹: 목포 영웅(디지털),  11,000원","20:40,  롱 리브 더 킹: 목포 영웅(디지털),  11,000원","23:05,  미드소마(디지털),  11,000원",,,,08관,2019-07-14,85
"09:00,  스파이더맨: 파 프롬 홈(디지털),  7,000원","11:35,  스파이더맨: 파 프롬 홈(디지털),  9,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:45,  스파이더맨: 파 프롬 홈(디지털),  10,000원","19:20,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:00,  스파이더맨: 파 프롬 홈(디지털),  7,000원",,,,01관,2019-07-15,206
"09:30,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙)","11:00,  스파이더맨: 파 프롬 홈(디지털),  6,000원","13:35,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:45,  스파이더맨: 파 프롬 홈(디지털),  10,000원","21:20,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,,02관,2019-07-15,246
"10:20,  스파이더맨: 파 프롬 홈(디지털),  6,000원","12:55,  스파이더맨: 파 프롬 홈(디지털),  9,000원","15:30,  스파이더맨: 파 프롬 홈(디지털),  9,500원","18:05,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:40,  스파이더맨: 파 프롬 홈(디지털),  10,000원","23:20,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,,03관,2019-07-15,251
"09:50,  기방도령(디지털),  6,000원","12:10,  기방도령(디지털),  9,000원","14:25,  기방도령(디지털),  10,000원","16:40,  기방도령(디지털),  10,000원","19:00,  기방도령(디지털),  9,000원","21:15,  기방도령(디지털),  10,000원","23:30,  기방도령(디지털),  10,000원",,,04관,2019-07-15,125
"09:20,  알라딘(디지털),  7,000원","11:50,  알라딘(디지털),  9,000원","14:30,  알라딘(디지털더빙),  10,000원","17:10,  알라딘(디지털),  10,000원","19:40,  알라딘(디지털),  10,000원","22:20,  알라딘(디지털),  10,000원",,,,05관,2019-07-15,134
"09:40,  스파이더맨: 파 프롬 홈(디지털)","12:15,  스파이더맨: 파 프롬 홈(디지털),  9,000원","14:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","17:25,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:00,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:40,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,,06관,2019-07-15,164
