10회,11회,1회,2회,3회,4회,5회,6회,7회,8회,9회,상영관,상영일자,좌석수
,,"11:30,  문영(디지털),  7,000원","13:00,  여교사(디지털),  7,000원","15:00,  소시민(디지털),  5,000원","17:20,  7년-그들이 없는 언론(디지털),  7,000원","19:30,  다른 길이 있다(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-01-19,36
,,"10:10,  내 심장이 건너 뛴 박동(디지털),  5,000원","12:20,  시애틀의 잠 못이루는 밤(디지털),  7,000원","14:30,  가을 소나타(디지털),  6,000원","17:00,  진저와 프레드(필름),  6,000원","20:00,  21번가의 살인자 (필름),  6,000원",,,,,시네마테크관,2017-01-20,212
,,"10:00,  너의 이름은.(디지털),  5,000원","12:10,  단지 세상의 끝(디지털),  7,000원","14:10,  라라랜드(디지털),  7,000원","16:40,  요요마와 실크로드 앙상블(디지털),  7,000원","18:40,  에곤 쉴레: 욕망이 그린 그림(디지털),  7,000원","20:50,  단지 세상의 끝(디지털),  7,000원",,,,소극장,2017-01-20,212
,,"09:30,  모아나(디지털),  5,000원","12:00,  공조(디지털),  7,000원","14:40,  녹터널 애니멀스(디지털),  7,000원","17:10,  공조(디지털),  7,000원","19:40,  더 킹(디지털),  7,000원",,,,,중극장,2017-01-20,413
,,"11:30,  소시민(디지털)","13:50,  7년-그들이 없는 언론(디지털),  7,000원","16:00,  다른 길이 있다(디지털),  7,000원","17:50,  여교사(디지털),  7,000원","19:50,  문영(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-01-20,36
,,"11:20,  잉글리쉬 페이션트(디지털),  7,000원",,"14:30,  진실(필름),  6,000원","17:30,  특별한 날 (디지털),  6,000원","20:00,  아나스타샤(디지털),  6,000원",,,,,시네마테크관,2017-01-21,212
,,"10:00,  요요마와 실크로드 앙상블(디지털),  5,000원","12:00,  너의 이름은.(디지털),  7,000원","14:10,  단지 세상의 끝(디지털),  7,000원","16:10,  라라랜드(디지털),  7,000원","18:40,  나, 다니엘 블레이크(디지털),  7,000원","20:40,  에곤 쉴레: 욕망이 그린 그림(디지털),  7,000원",,,,소극장,2017-01-21,212
,,"09:30,  공조(디지털),  5,000원","12:00,  모아나(3D 디지털),  13,000원","14:20,  공조(디지털),  7,000원","16:50,  모아나(디지털),  7,000원","19:10,  공조(디지털),  7,000원",,,,,중극장,2017-01-21,413
,,"10:00,  더 킹(디지털),  5,000원","12:40,  녹터널 애니멀스(디지털),  7,000원","15:00,  더 킹(디지털),  7,000원","17:40,  오페라의 유령(디지털),  7,000원","20:30,  더 킹(디지털),  7,000원",,,,,하늘연극장,2017-01-21,841
,,"11:30,  7년-그들이 없는 언론(디지털),  7,000원","13:40,  문영(디지털),  7,000원","15:10,  여교사(디지털),  7,000원","17:10,  다른 길이 있다(디지털),  7,000원","19:00,  소시민(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-01-21,36
,,"10:00,  시애틀의 잠 못이루는 밤(디지털),  5,000원","12:10,  블루 벨벳(디지털),  7,000원","14:30,  백만장자(필름),  6,000원","17:00,  사랑의 변주곡(필름),  6,000원","20:00,  카사블랑카(디지털),  6,000원",,,,,시네마테크관,2017-01-22,212
,,"09:50,  에곤 쉴레: 욕망이 그린 그림(디지털),  5,000원","12:00,  요요마와 실크로드 앙상블(디지털),  7,000원","14:00,  너의 이름은.(디지털),  7,000원","16:10,  단지 세상의 끝(디지털),  7,000원","18:10,  라라랜드(디지털),  7,000원","20:40,  나의 위대한 친구, 세잔(디지털),  7,000원",,,,소극장,2017-01-22,212
,,"10:00,  모아나(3D 디지털),  8,000원","12:30,  공조(디지털),  7,000원","15:10,  더 킹(디지털),  7,000원","18:00,  모아나(디지털),  7,000원","20:20,  공조(디지털),  7,000원",,,,,중극장,2017-01-22,413
,,"09:30,  더 킹(디지털),  5,000원","12:10,  오페라의 유령(디지털),  7,000원","15:00,  공조(디지털),  7,000원","17:30,  더 킹(디지털),  7,000원","20:20,  오페라의 유령(디지털),  7,000원",,,,,하늘연극장,2017-01-22,841
,,"12:30,  걱정말아요(디지털),  7,000원","14:00,  여교사(디지털),  7,000원","16:00,  다른 길이 있다(디지털),  7,000원","17:50,  문영(디지털),  7,000원","19:20,  7년-그들이 없는 언론(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-01-22,36
,,,"12:50,  사랑하기 때문에(디지털 가치봄),  3,000원","15:00,  목숨 건 연애(디지털 가치봄),  3,000원","17:00,  사랑하기 때문에(디지털 가치봄),  3,000원","19:30,  마스터(디지털 가치봄),  3,000원",,,,,시네마테크관,2017-01-23,212
,,"09:40,  요요마와 실크로드 앙상블(디지털),  5,000원","11:50,  에곤 쉴레: 욕망이 그린 그림(디지털),  7,000원","14:10,  너의 이름은.(디지털),  7,000원","16:30,  나, 다니엘 블레이크(디지털),  7,000원","18:30,  단지 세상의 끝(디지털),  7,000원","20:40,  라라랜드(디지털),  7,000원",,,,소극장,2017-01-23,212
,,"09:30,  녹터널 애니멀스(디지털),  5,000원","12:00,  더 킹(디지털),  7,000원","14:40,  모아나(디지털),  7,000원","17:00,  더 킹(디지털),  7,000원","19:40,  공조(디지털),  7,000원",,,,,중극장,2017-01-23,413
,,"12:30,  7년-그들이 없는 언론(디지털),  7,000원","14:40,  문영(디지털),  7,000원","16:10,  걱정말아요(디지털),  7,000원","17:40,  다른 길이 있다(디지털)","19:30,  소시민(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-01-23,36
,,"10:10,  내 심장이 건너 뛴 박동(디지털),  5,000원","12:20,  시애틀의 잠 못이루는 밤(디지털),  7,000원","14:30,  진저와 프레드(필름),  6,000원","17:30,  가을 소나타(디지털),  6,000원","20:00,  파리의 지붕 밑(필름),  6,000원",,,,,시네마테크관,2017-01-24,212
,,"10:30,  여교사(디지털),  5,000원","13:10,  7년-그들이 없는 언론(디지털),  7,000원","15:20,  7년-그들이 없는 언론(디지털),  7,000원","17:30,  7년-그들이 없는 언론(디지털),  7,000원","19:40,  여교사(디지털),  7,000원",,,,,소극장,2017-01-24,212
,,"09:30,  공조(디지털),  5,000원","12:00,  더 킹(디지털),  7,000원","14:40,  공조(디지털),  7,000원","17:10,  더 킹(디지털),  7,000원","19:50,  모아나(디지털),  7,000원","19:50,  모아나(디지털),  7,000원",,,,중극장,2017-01-24,413
,,"13:00,  문영(디지털),  5,000원","14:30,  걱정말아요(디지털),  5,000원","16:00,  소시민(디지털),  7,000원","18:20,  문영(디지털),  7,000원","19:50,  다른 길이 있다(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-01-24,36
,,"10:10,  시애틀의 잠 못이루는 밤(디지털),  3,500원","12:20,  내 심장이 건너 뛴 박동(디지털),  3,500원","14:30,  사랑의 변주곡(필름),  3,000원","17:30,  21번가의 살인자 (필름),  3,000원","20:00,  특별한 날 (디지털),  3,000원",,,,,시네마테크관,2017-01-25,212
,,"09:40,  라라랜드(디지털),  3,500원","12:10,  너의 이름은.(디지털),  3,500원","14:20,  나의 위대한 친구, 세잔(디지털),  3,500원","16:40,  에곤 쉴레: 욕망이 그린 그림(디지털),  3,500원","18:50,  나, 다니엘 블레이크(디지털),  3,500원","20:50,  단지 세상의 끝(디지털),  3,500원",,,,소극장,2017-01-25,212
,,"09:20,  더 킹(디지털),  5,000원","12:00,  공조(디지털),  7,000원","14:30,  녹터널 애니멀스(디지털),  7,000원","16:50,  공조(디지털),  7,000원",,"20:40,  더 킹(디지털),  5,000원",,,,중극장,2017-01-25,413
,,"12:00,  다른 길이 있다(디지털)","13:50,  여교사(디지털),  3,500원","15:50,  인디스데이 1월 단편 (디지털),  1,000원","18:00,  문영(디지털),  3,500원","19:30,  인디스데이 1월 단편 (디지털),  1,000원",,,,,인디플러스 영화의 전당,2017-01-25,36
,,"10:10,  너의 이름은.(디지털),  6,000원","12:20,  시애틀의 잠 못이루는 밤(디지털),  7,000원","15:00,  아나스타샤(디지털),  6,000원","17:30,  백만장자(필름),  6,000원","20:00,  카사블랑카(디지털),  6,000원",,,,,시네마테크관,2017-01-26,212
,,"10:00,  재키(디지털),  5,000원","12:00,  매기스 플랜(디지털),  7,000원","14:00,  라라랜드(디지털),  7,000원","16:30,  단지 세상의 끝(디지털),  7,000원","18:30,  재키(디지털),  7,000원","20:30,  매기스 플랜(디지털),  7,000원",,,,소극장,2017-01-26,212
,,"09:40,  빌리 엘리어트(디지털),  5,000원","12:00,  더 킹(디지털),  7,000원","14:40,  공조(디지털),  7,000원","17:10,  더 킹(디지털),  7,000원","19:50,  공조(디지털),  7,000원",,,,,중극장,2017-01-26,413
,,"11:30,  여교사(디지털),  7,000원","13:30,  7년-그들이 없는 언론(디지털),  7,000원","15:40,  다른 길이 있다(디지털),  5,000원","17:30,  소시민(디지털),  5,000원","19:50,  다방의 푸른 꿈(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-01-26,36
,,"10:10,  시애틀의 잠 못이루는 밤(디지털),  5,000원","12:20,  너의 이름은.(디지털),  7,000원","14:30,  파리의 지붕 밑(필름),  6,000원","17:00,  사랑의 변주곡(필름),  6,000원","20:00,  진실(필름),  6,000원",,,,,시네마테크관,2017-01-27,212
,,"10:00,  라라랜드(디지털),  5,000원","12:30,  요요마와 실크로드 앙상블(디지털),  7,000원","14:30,  매기스 플랜(디지털),  7,000원","16:30,  재키(디지털),  7,000원","18:30,  단지 세상의 끝(디지털),  7,000원","20:30,  에곤 쉴레: 욕망이 그린 그림(디지털),  7,000원",,,,소극장,2017-01-27,212
,,"09:20,  모아나(3D 디지털),  8,000원","11:50,  더 킹(디지털),  7,000원","14:30,  모아나(디지털),  7,000원","16:50,  더 킹(디지털),  7,000원","19:30,  더 킹(디지털),  7,000원",,,,,중극장,2017-01-27,413
,,"10:20,  공조(디지털),  5,000원","12:50,  빌리 엘리어트(디지털),  7,000원","15:20,  공조(디지털),  7,000원","18:00,  녹터널 애니멀스(디지털),  7,000원","20:30,  공조(디지털),  7,000원",,,,,하늘연극장,2017-01-27,841
,,"12:30,  다방의 푸른 꿈(디지털)","14:00,  여교사(디지털),  7,000원","16:00,  문영(디지털),  7,000원","17:30,  다른 길이 있다(디지털),  7,000원","19:20,  7년-그들이 없는 언론(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-01-27,36
,,"11:20,  잉글리쉬 페이션트(디지털),  7,000원","11:20,  잉글리쉬 페이션트(디지털),  7,000원","14:30,  진저와 프레드(필름),  6,000원","17:30,  카사블랑카(디지털),  6,000원","20:00,  가을 소나타(디지털),  6,000원",,,,,시네마테크관,2017-01-28,212
,,"10:00,  요요마와 실크로드 앙상블(디지털),  5,000원","12:00,  단지 세상의 끝(디지털),  7,000원","14:00,  라라랜드(디지털),  7,000원","16:30,  매기스 플랜(디지털),  7,000원","18:30,  재키(디지털),  7,000원","20:30,  나, 다니엘 블레이크(디지털),  7,000원",,,,소극장,2017-01-28,212
,,"09:30,  더 킹(디지털),  5,000원","12:10,  모아나(디지털),  7,000원","14:30,  더 킹(디지털),  7,000원",,"17:10,  모아나(디지털),  7,000원",,,,,중극장,2017-01-28,413
,,"10:20,  빌리 엘리어트(디지털),  5,000원","12:40,  공조(디지털),  7,000원","15:30,  녹터널 애니멀스(디지털),  7,000원","18:00,  공조(디지털),  7,000원","20:30,  공조(디지털),  7,000원",,,,,하늘연극장,2017-01-28,841
,,"11:30,  문영(디지털),  7,000원","11:30,  문영(디지털),  7,000원","14:50,  여교사(디지털),  7,000원","16:50,  7년-그들이 없는 언론(디지털),  7,000원","19:00,  다방의 푸른 꿈(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-01-28,36
,,"10:10,  너의 이름은.(디지털),  5,000원","12:20,  시애틀의 잠 못이루는 밤(디지털),  7,000원","14:30,  특별한 날 (디지털),  6,000원","17:00,  아나스타샤(디지털),  6,000원","20:00,  파리의 지붕 밑(필름),  6,000원",,,,,시네마테크관,2017-01-29,212
,,"10:00,  에곤 쉴레: 욕망이 그린 그림(디지털),  5,000원","12:10,  라라랜드(디지털),  7,000원","14:40,  매기스 플랜(디지털),  7,000원","16:40,  재키(디지털),  7,000원","18:40,  나, 다니엘 블레이크(디지털),  7,000원","20:40,  단지 세상의 끝(디지털),  7,000원",,,,소극장,2017-01-29,212
,,"09:20,  모아나(3D 디지털),  8,000원","11:50,  더 킹(디지털),  7,000원","14:30,  모아나(디지털),  7,000원","16:50,  더 킹(디지털),  7,000원","19:30,  더 킹(디지털),  7,000원",,,,,중극장,2017-01-29,413
,,"10:20,  공조(디지털),  6,000원","12:50,  녹터널 애니멀스(디지털),  7,000원","15:20,  공조(디지털),  7,000원","18:00,  빌리 엘리어트(디지털),  7,000원","20:30,  공조(디지털),  7,000원",,,,,하늘연극장,2017-01-29,841
,,"11:30,  다방의 푸른 꿈(디지털),  7,000원","13:00,  여교사(디지털),  7,000원","15:00,  7년-그들이 없는 언론(디지털),  7,000원","17:10,  소시민(디지털),  7,000원","19:30,  다른 길이 있다(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-01-29,36
,,"10:10,  시애틀의 잠 못이루는 밤(디지털),  5,000원","12:20,  너의 이름은.(디지털),  7,000원","14:30,  21번가의 살인자 (필름),  6,000원","17:00,  진실(필름),  6,000원","20:00,  백만장자(필름),  4,000원",,,,,시네마테크관,2017-01-30,212
,,"10:00,  나, 다니엘 블레이크(디지털),  6,000원","12:00,  매기스 플랜(디지털),  7,000원","14:00,  라라랜드(디지털),  7,000원","16:30,  단지 세상의 끝(디지털),  7,000원","18:30,  요요마와 실크로드 앙상블(디지털),  7,000원","20:30,  에곤 쉴레: 욕망이 그린 그림(디지털),  7,000원",,,,소극장,2017-01-30,212
,,"09:30,  더 킹(디지털),  5,000원","12:10,  모아나(디지털),  7,000원","14:30,  더 킹(디지털),  7,000원",,"17:10,  모아나(디지털),  7,000원","19:30,  더 킹(디지털),  7,000원",,,,중극장,2017-01-30,413
,,"10:20,  공조(디지털),  5,000원","12:50,  빌리 엘리어트(디지털),  7,000원","15:20,  공조(디지털),  7,000원","17:50,  공조(디지털),  7,000원","20:20,  녹터널 애니멀스(디지털),  7,000원",,,,,하늘연극장,2017-01-30,841
,,"11:30,  7년-그들이 없는 언론(디지털),  7,000원","13:40,  소시민(디지털),  5,000원","16:00,  여교사(디지털),  7,000원","18:00,  다방의 푸른 꿈(디지털),  7,000원","19:30,  문영(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-01-30,36
,,"10:30,  여교사(디지털),  5,000원","12:50,  다방의 푸른 꿈(디지털),  7,000원","14:20,  7년-그들이 없는 언론(디지털),  7,000원","16:30,  다방의 푸른 꿈(디지털),  7,000원","18:00,  여교사(디지털),  7,000원","20:00,  다방의 푸른 꿈(디지털),  7,000원",,,,시네마테크관,2017-01-31,212
,,"10:00,  에곤 쉴레: 욕망이 그린 그림(디지털),  5,000원","12:10,  단지 세상의 끝(디지털),  7,000원","14:10,  라라랜드(디지털),  7,000원","16:40,  재키(디지털),  7,000원","18:40,  매기스 플랜(디지털),  7,000원","20:40,  나, 다니엘 블레이크(디지털),  7,000원",,,,소극장,2017-01-31,212
,,"09:20,  모아나(3D 디지털),  8,000원","11:50,  더 킹(디지털),  7,000원","14:30,  모아나(디지털),  7,000원","16:50,  더 킹(디지털),  7,000원","19:30,  더 킹(디지털),  7,000원",,,,,중극장,2017-01-31,413
,,"10:20,  공조(디지털),  6,000원","12:50,  녹터널 애니멀스(디지털),  7,000원","15:20,  공조(디지털),  7,000원","18:00,  빌리 엘리어트(디지털),  7,000원","20:30,  공조(디지털),  7,000원",,,,,하늘연극장,2017-01-31,841
,,"12:00,  다른 길이 있다(디지털),  7,000원","13:50,  문영(디지털),  7,000원","15:20,  소시민(디지털),  7,000원","17:40,  위켄즈(디지털),  7,000원","19:40,  다른 길이 있다(디지털),  7,000원",,,,,인디플러스 영화의 전당,2017-01-31,36
,,"10:10,  너의 이름은.(디지털),  6,000원","12:20,  너의 이름은.(디지털),  7,000원","14:30,  의식(필름),  6,000원","17:30,  형사 라바르뎅(필름),  6,000원","20:00,  세 번째 사랑(필름),  6,000원",,,,,시네마테크관,2017-02-01,212
